year,scenario,CDUID,pm25_1,pm25_2,no2_1,no2_2,o3_1,o3_2,summero3_1,summero3_2,co24h_1,co24h_2,co1h_1,co1h_2,so2_1,so2_2,bz_1,bz_2,bt_1,bt_2,ac_1,ac_2,fm_1,fm_2
2016,1,2425,1.8,7,0.15,6.35,26,37.2,28,37.74,0,0.1,0,0.12,0,0.15,0,0.444063161,0,0,0,0.881004405,0,0.899092103
2016,1,2426,1.8,4.99,0.15,4.1,26,39.7,28,39.01,0,0.1,0,0.12,0,0.15,0,0.146956154,0,0,0,0.794525445,0,0.697656167
2016,1,2427,1.8,4.8,0.15,3.76,26,39.1,28,38.25,0,0.1,0,0.12,0,0.15,0,0.130982659,0,0,0,0.79993038,0,0.696427899
2016,1,2428,1.8,2.64,0.15,2.81,26,38.1,28,36.66,0,0.1,0,0.12,0,0.15,0,0.115009164,0,0,0,0.76389748,0,0.650981987
2016,1,2429,1.8,5.73,0.15,3.88,26,39.2,28,38.36,0,0.1,0,0.12,0,0.15,0,0.124593261,0,0,0,0.790922155,0,0.675547345
2016,1,2430,1.8,3.66,0.15,3.17,26,39.7,28,38.61,0,0.1,0,0.12,0,0.15,0,0.137372057,0,0,0,0.801732025,0,0.69028656
2016,1,2431,1.8,3.72,0.15,4.25,26,39.5,28,38.9,0,0.1,0,0.12,0,0.15,0,0.140566756,0,0,0,0.819748475,0,0.73696074
2016,1,2432,1.8,5,0.15,4.27,26,39.1,28,38.66,0,0.1,0,0.12,0,0.15,0,0.137372057,0,0,0,0.801732025,0,0.703797507
2016,1,2433,1.8,5.38,0.15,3.87,26,38.7,28,38.08,0,0.1,0,0.12,0,0.15,0,0.137372057,0,0,0,0.790922155,0,0.693971364
2016,1,2434,1.8,5.99,0.15,4.51,26,36.6,28,35.39,0,0.1,0,0.12,0,0.15,0,0.111814465,0,0,0,0.71705471,0,0.628873165
2016,1,2435,1.8,4.2,0.15,3.76,26,35.7,28,33.9,0,0.1,0,0.12,0,0.15,0,0.099035669,0,0,0,0.672013585,0,0.568688038
2016,1,2436,1.8,5.24,0.15,5.66,26,36.6,28,35.31,0,0.1,0,0.12,0,0.15,0,0.124593261,0,0,0,0.720658,0,0.639927576
2016,1,2437,1.8,6.48,0.15,5.97,26,37.1,28,37.62,0,0.1,0,0.12,0,0.15,0,0.172513746,0,0,0,0.805335315,0,0.745558615
2016,1,2438,1.8,6.01,0.15,3.89,26,38,28,38.21,0,0.1,0,0.12,0,0.15,0,0.198071338,0,0,0,0.81074025,0,0.720993257
2016,1,2439,1.8,5.48,0.15,4.51,26,39.6,28,39.4,0,0.1,0,0.12,0,0.15,0,0.156540251,0,0,0,0.826955055,0,0.73696074
2016,1,2440,1.8,5.2,0.15,3.73,26,39.9,28,39.56,0,0.1,0,0.12,0,0.15,0,0.146956154,0,0,0,0.837764925,0,0.752928223
2016,1,2441,1.8,4.81,0.15,3.6,26,39.9,28,38.85,0,0.1,0,0.12,0,0.15,0,0.146956154,0,0,0,0.83956657,0,0.74310208
2016,1,2442,1.8,5.24,0.15,3.66,26,40.2,28,39.88,0,0.1,0,0.12,0,0.15,0,0.162929649,0,0,0,0.862987955,0,0.788547992
2016,1,2443,1.8,6.19,0.15,5.66,26,39.7,28,39.55,0,0.1,0,0.12,0,0.15,0,0.230018328,0,0,0,0.895417565,0,0.848733119
2016,1,2444,1.8,4.65,0.15,3.36,26,40.5,28,39.04,0,0.1,0,0.12,0,0.15,0,0.162929649,0,0,0,0.862987955,0,0.771352241
2016,1,2445,1.8,5.47,0.15,4.21,26,41.1,28,40.04,0,0.1,0,0.12,0,0.15,0,0.175708445,0,0,0,0.877401115,0,0.802058939
2016,1,2446,1.8,5.9,0.15,4.3,26,42.4,28,41.97,0,0.1,0,0.12,0,0.15,0,0.201266037,0,0,0,0.90442579,0,0.827852565
2016,1,2447,1.8,6.35,0.15,4.91,26,41.4,28,41.36,0,0.1,0,0.12,0,0.15,0,0.210850134,0,0,0,0.90442579,0,0.843820047
2016,1,2448,1.8,5.55,0.15,4.91,26,40.5,28,40.54,0,0.1,0,0.12,0,0.15,0,0.175708445,0,0,0,0.881004405,0,0.804515475
2016,1,2449,1.8,6.07,0.15,5.32,26,39.5,28,40.03,0,0.1,0,0.12,0,0.15,0,0.188487241,0,0,0,0.86839289,0,0.781178384
2016,1,2450,1.8,6.08,0.15,4.71,26,38.5,28,39.05,0,0.1,0,0.12,0,0.15,0,0.175708445,0,0,0,0.8287567,0,0.716080186
2016,1,2451,1.8,5.36,0.15,4.05,26,37.3,28,36.17,0,0.1,0,0.12,0,0.15,0,0.134177358,0,0,0,0.740476095,0,0.644840648
2016,1,2452,1.8,6.37,0.15,4.9,26,39.1,28,39.06,0,0.1,0,0.12,0,0.15,0,0.19168194,0,0,0,0.790922155,0,0.702569239
2016,1,2453,1.8,7.07,0.15,5.83,26,39.5,28,41.03,0,0.1,0,0.12,0,0.15,0,0.239602425,0,0,0,0.86839289,0,0.76643917
2016,1,2454,1.8,7.3,0.15,6.7,26,40.3,28,41.7,0,0.1,0,0.12,0,0.15,0,0.236407726,0,0,0,0.906227435,0,0.824167761
2016,1,2455,1.8,6.72,0.15,6.03,26,41.5,28,42.95,0,0.1,0,0.12,0,0.15,0,0.284328211,0,0,0,0.9368554,0,0.870841941
2016,1,2456,1.8,7.36,0.15,6.39,26,41.7,28,42.68,0,0.1,0,0.12,0,0.15,0,0.290717609,0,0,0,0.92964882,0,0.837678708
2016,1,2457,1.8,7.06,0.15,7.21,26,41.8,28,44.46,0,0.1,0,0.12,0,0.15,0,0.35141689,0,0,0,0.938657045,0,0.873298477
2016,1,2458,1.8,7.87,0.15,9.71,26,39.2,28,43.15,0,0.1,0,0.12,0,0.15,0,0.750754265,0,0,0,1.039549165,0,1.03542984
2016,1,2459,1.8,7.36,0.15,8.01,26,40.5,28,42.91,0,0.1,0,0.12,0,0.15,0,0.523930636,0,0,0,0.96207843,0,0.940853211
2016,1,2460,1.8,7.69,0.15,7.4,26,41.6,28,43.53,0,0.1,0,0.12,0,0.15,0,0.549488228,0,0,0,0.953070205,0,0.928570532
2016,1,2461,1.8,6.98,0.15,5.11,26,40.8,28,41.67,0,0.1,0,0.12,0,0.15,0,0.217239532,0,0,0,0.82515341,0,0.740645544
2016,1,2462,1.8,3.72,0.15,3.38,26,36.8,28,35.01,0,0.1,0,0.12,0,0.15,0,0.099035669,0,0,0,0.679220165,0,0.566231502
2016,1,2463,1.8,6.27,0.15,4.6,26,42.5,28,43.36,0,0.1,0,0.12,0,0.15,0,0.185292542,0,0,0,0.81434354,0,0.733275936
2016,1,2464,1.8,7.31,0.15,7.81,26,42.2,28,44.51,0,0.1,0,0.12,0,0.15,0,0.488788947,0,0,0,0.92244224,0,0.928570532
2016,1,2465,1.8,7.55,0.15,9.67,26,38.8,28,42.08,0,0.1,0,0.12,0,0.15,0,1.114949951,0,0,0,1.10260674,0,1.220898293
2016,1,2466,1.8,7.94,0.15,10.88,26,36.9,28,40.05,0,0.1,0,0.12,0,0.15,0,1.325800085,0,0,0,1.162061025,0,1.260202865
2016,1,2467,1.8,7.55,0.15,7.82,26,40.8,28,43.18,0,0.1,0,0.12,0,0.15,0,0.418505569,0,0,0,0.956673495,0,0.873298477
2016,1,2468,1.8,6.15,0.15,5.29,26,42.2,28,43.13,0,0.1,0,0.12,0,0.15,0,0.22362893,0,0,0,0.899020855,0,0.803287207
2016,1,2469,1.8,5.48,0.15,3.82,26,40.4,28,41.22,0,0.1,0,0.12,0,0.15,0,0.19168194,0,0,0,0.895417565,0,0.811885082
2016,1,2470,1.8,6.61,0.15,6.27,26,40.4,28,41.86,0,0.1,0,0.12,0,0.15,0,0.249186522,0,0,0,0.917037305,0,0.825396029
2016,1,2471,1.8,6.37,0.15,5.36,26,39.3,28,41.12,0,0.1,0,0.12,0,0.15,0,0.239602425,0,0,0,0.89721921,0,0.80697201
2016,1,2472,1.8,7.52,0.15,7.63,26,41.2,28,43.22,0,0.1,0,0.12,0,0.15,0,0.309885803,0,0,0,0.909830725,0,0.873298477
2016,1,2473,1.8,7.6,0.15,8.06,26,42.3,28,44.51,0,0.1,0,0.12,0,0.15,0,0.354611589,0,0,0,0.90442579,0,0.921200925
2016,1,2474,1.8,6.34,0.15,5.86,26,41.8,28,43.71,0,0.1,0,0.12,0,0.15,0,0.277938813,0,0,0,0.88280605,0,0.843820047
2016,1,2475,1.8,6.38,0.15,5.26,26,41.8,28,42.69,0,0.1,0,0.12,0,0.15,0,0.194876639,0,0,0,0.830558345,0,0.770123973
2016,1,2476,1.8,5.31,0.15,4.25,26,39.8,28,40.27,0,0.1,0,0.12,0,0.15,0,0.15973495,0,0,0,0.81434354,0,0.724678061
2016,1,2477,1.8,4.26,0.15,3.84,26,40.3,28,40.05,0,0.1,0,0.12,0,0.15,0,0.143761455,0,0,0,0.78191393,0,0.695199631
2016,1,2478,1.8,3.47,0.15,3.72,26,38.4,28,37.18,0,0.1,0,0.12,0,0.15,0,0.124593261,0,0,0,0.74588103,0,0.648525451
2016,1,2479,1.8,3.73,0.15,3.28,26,35.7,28,33.49,0,0.1,0,0.12,0,0.15,0,0.09584097,0,0,0,0.675616875,0,0.555177091
2016,1,2480,1.8,4.02,0.15,4.14,26,38.9,28,38.54,0,0.1,0,0.12,0,0.15,0,0.137372057,0,0,0,0.780112285,0,0.686601756
2016,1,2481,1.8,5.31,0.15,6.96,26,38.4,28,39.98,0,0.1,0,0.12,0,0.15,0,0.28752291,0,0,0,0.881004405,0,0.88312462
2016,1,2482,1.8,3.84,0.15,4.06,26,39.9,28,39.62,0,0.1,0,0.12,0,0.15,0,0.153345552,0,0,0,0.81074025,0,0.750471687
2016,1,2483,1.8,3.96,0.15,2.77,26,35.4,28,33.65,0,0.1,0,0.12,0,0.15,0,0.092646271,0,0,0,0.672013585,0,0.552720555
2016,1,2484,1.8,3.82,0.15,3.43,26,36.2,28,35.4,0,0.1,0,0.12,0,0.15,0,0.102230368,0,0,0,0.71705471,0,0.606764343
2016,1,2485,1.8,3.34,0.15,3.33,26,36,28,35.56,0,0.1,0,0.12,0,0.15,0,0.086256873,0,0,0,0.67741852,0,0.568688038
2016,1,2486,1.8,3.31,0.15,4.07,26,36,28,34.87,0,0.1,0,0.12,0,0.15,0,0.076672776,0,0,0,0.61976588,0,0.585883788
2016,1,2487,1.8,2.94,0.15,3.02,26,34.6,28,33.37,0,0.1,0,0.12,0,0.15,0,0.067088679,0,0,0,0.578328045,0,0.531840001
2016,1,2488,1.8,3.03,0.15,3.27,26,34.9,28,33.04,0,0.1,0,0.12,0,0.15,0,0.067088679,0,0,0,0.58012969,0,0.51464425
2016,1,2489,1.8,3.79,0.15,3.78,26,34.6,28,32.56,0,0.1,0,0.12,0,0.15,0,0.070283378,0,0,0,0.599947785,0,0.508502911
2016,1,2490,1.8,4.76,0.15,4.15,26,34.2,28,31.87,0,0.1,0,0.12,0,0.15,0,0.070283378,0,0,0,0.589137915,0,0.483937553
2016,1,2491,1.8,4.35,0.15,3.6,26,34.5,28,32.38,0,0.1,0,0.12,0,0.15,0,0.060699281,0,0,0,0.54770008,0,0.460600463
2016,1,2492,1.8,3.98,0.15,3.32,26,32.6,28,30.11,0,0.1,0,0.12,0,0.15,0,0.047920485,0,0,0,0.48284086,0,0.409013211
2016,1,2493,1.8,4.67,0.15,3.1,26,35.3,28,33.82,0,0.1,0,0.12,0,0.15,0,0.079867475,0,0,0,0.599947785,0,0.549035751
2016,1,2494,1.8,6.2,0.15,4.41,26,33,28,30.67,0,0.1,0,0.12,0,0.15,0,0.051115184,0,0,0,0.49365073,0,0.423752426
2016,1,2495,1.8,3.11,0.15,2.75,26,33.2,28,31.07,0,0.1,0,0.12,0,0.15,0,0.051115184,0,0,0,0.535088565,0,0.452002587
2016,1,2496,1.8,3.33,0.15,3.84,26,31.9,28,29.46,0,0.1,0,0.12,0,0.15,0,0.041531087,0,0,0,0.46122112,0,0.389360924
2016,1,2497,1.8,3.75,0.15,3.66,26,31.6,28,29.02,0,0.1,0,0.12,0,0.15,0,0.028752291,0,0,0,0.372940515,0,0.305838707
2016,1,2498,1.8,1.8,0.15,3.1,26,33.1,28,30.26,0,0.1,0,0.12,0,0.15,0,0.03194699,0,0,0,0.40356848,0,0.314436582
2016,1,2499,1.8,2.04,0.15,2.88,26,30.8,28,28.58,0,0.1,0,0.12,0,0.15,0,0.022362893,0,0,0,0.257635235,0,0.212490347
2016,1,3501,1.8,6.08,0.15,4.55,26,38.7,28,40.53,0,0.1,0,0.12,0,0.15,0,0.194876639,0,0,0,0.89001263,0,0.799602403
2016,1,3502,1.8,5.36,0.15,4.7,26,39.3,28,40.65,0,0.1,0,0.12,0,0.15,0,0.178903144,0,0,0,0.844971505,0,0.749243419
2016,1,3506,1.8,5.46,0.15,6.95,26,40.1,28,41.49,0,0.1,0,0.12,0,0.15,0,0.252381221,0,0,0,0.88280605,0,0.835222172
2016,1,3507,1.8,5.25,0.15,4.66,26,40.4,28,43.09,0,0.1,0,0.12,0,0.15,0,0.188487241,0,0,0,0.91163237,0,0.811885082
2016,1,3509,1.8,4.52,0.15,4.39,26,39.9,28,41.15,0,0.1,0,0.12,0,0.15,0,0.15973495,0,0,0,0.85397973,0,0.759069562
2016,1,3510,1.8,6.01,0.15,6.29,26,40,28,42.65,0,0.1,0,0.12,0,0.15,0,0.172513746,0,0,0,0.88640934,0,0.76029783
2016,1,3511,1.8,5.17,0.15,5.22,26,40.2,28,43.15,0,0.1,0,0.12,0,0.15,0,0.169319047,0,0,0,0.888210985,0,0.751699955
2016,1,3512,1.8,6.02,0.15,5.15,26,39.9,28,42.58,0,0.1,0,0.12,0,0.15,0,0.162929649,0,0,0,0.873797825,0,0.74310208
2016,1,3513,1.8,5.47,0.15,4.94,26,43.5,28,50.17,0,0.1,0,0.12,0,0.15,0,0.236407726,0,0,0,0.999912975,0,0.793461063
2016,1,3514,1.8,5.9,0.15,5.67,26,42.3,28,47.6,0,0.1,0,0.12,0,0.15,0,0.210850134,0,0,0,0.96928501,0,0.81311335
2016,1,3515,1.8,5.38,0.15,6.02,26,40.3,28,43.51,0,0.1,0,0.12,0,0.15,0,0.172513746,0,0,0,0.895417565,0,0.76643917
2016,1,3516,1.8,4.83,0.15,4.87,26,40.6,28,43.88,0,0.1,0,0.12,0,0.15,0,0.178903144,0,0,0,0.909830725,0,0.768895705
2016,1,3518,1.8,7.04,0.15,8.89,26,42,28,47.11,0,0.1,0,0.12,0,0.15,0,0.258770619,0,0,0,1.007119555,0,0.858559262
2016,1,3519,1.8,6.38,0.15,10.54,26,41.9,28,47.04,0,0.1,0,0.12,0,0.15,0,0.348222191,0,0,0,1.03414423,0,0.923657461
2016,1,3520,1.8,7.78,0.15,12.45,26,38.4,28,45.5,0,0.1,0,0.12,0,0.15,0,1.015914282,0,0,0,1.338622235,0,1.252833258
2016,1,3521,1.8,7.17,0.15,10.93,26,42.3,28,47.36,0,0.1,0,0.12,0,0.15,0,0.44725786,0,0,0,1.082788645,0,0.983842588
2016,1,3522,1.8,4.37,0.15,5.57,26,43.5,28,47.08,0,0.1,0,0.12,0,0.15,0,0.185292542,0,0,0,0.94406198,0,0.799602403
2016,1,3523,1.8,6.22,0.15,6.95,26,43.3,28,47.65,0,0.1,0,0.12,0,0.15,0,0.226823629,0,0,0,0.99090475,0,0.822939493
2016,1,3524,1.8,7.41,0.15,9.72,26,43.3,28,48.81,0,0.1,0,0.12,0,0.15,0,0.367390385,0,0,0,1.09179687,0,0.951907623
