year,scenario,CDUID,pm25_1,pm25_2,no2_1,no2_2,o3_1,o3_2,summero3_1,summero3_2,co24h_1,co24h_2,co1h_1,co1h_2,so2_1,so2_2,bz_1,bz_2,bt_1,bt_2,ac_1,ac_2,fm_1,fm_2
2016,1,3525,1.8,7.9,0.15,9.71,26,43.4,28,49.58,0,0.1,0,0.12,0,0.15,0,0.405726773,0,0,0,1.13863964,0,0.985070856
2016,1,3526,1.8,7.84,0.15,7.53,26,45.4,28,52.37,0,0.1,0,0.12,0,0.15,0,0.466426054,0,0,0,1.219713665,0,1.077190948
2016,1,3528,1.8,6.83,0.15,6.17,26,46.3,28,53.33,0,0.1,0,0.12,0,0.15,0,0.271549415,0,0,0,1.12062319,0,0.924885729
2016,1,3529,1.8,7.52,0.15,7.55,26,44.4,28,50.28,0,0.1,0,0.12,0,0.15,0,0.274744114,0,0,0,1.089995225,0,0.931027068
2016,1,3530,1.8,6.89,0.15,7.86,26,42.8,28,47.8,0,0.1,0,0.12,0,0.15,0,0.297107007,0,0,0,1.05576397,0,0.923657461
2016,1,3531,1.8,6.1,0.15,5.74,26,43.3,28,48.32,0,0.1,0,0.12,0,0.15,0,0.214044833,0,0,0,1.010722845,0,0.819254689
2016,1,3532,1.8,6.87,0.15,6.28,26,44.2,28,50.06,0,0.1,0,0.12,0,0.15,0,0.245991823,0,0,0,1.068375485,0,0.905233442
2016,1,3534,1.8,7.36,0.15,6.68,26,45.4,28,52.45,0,0.1,0,0.12,0,0.15,0,0.268354716,0,0,0,1.122424835,0,0.921200925
2016,1,3536,1.8,8.81,0.15,7.17,26,45.3,28,53.74,0,0.1,0,0.12,0,0.15,0,0.3194699,0,0,0,1.187284055,0,1.00595141
2016,1,3537,1.8,8.64,0.15,8.5,26,47.7,28,57.12,0,0.1,0,0.12,0,0.15,0,0.648523897,0,0,0,1.35123375,0,1.267572473
2016,1,3538,1.8,8.51,0.15,7.3,26,44.6,28,52.4,0,0.1,0,0.12,0,0.15,0,0.354611589,0,0,0,1.133234705,0,0.997353535
2016,1,3539,1.8,7.64,0.15,7.54,26,44.3,28,50.84,0,0.1,0,0.12,0,0.15,0,0.271549415,0,0,0,1.079185355,0,0.908918246
2016,1,3540,1.8,6.07,0.15,5.18,26,43.4,28,48.68,0,0.1,0,0.12,0,0.15,0,0.201266037,0,0,0,0.99450804,0,0.802058939
2016,1,3541,1.8,5.12,0.15,4.05,26,42.3,28,46.58,0,0.1,0,0.12,0,0.15,0,0.166124348,0,0,0,0.927847175,0,0.706254043
2016,1,3542,1.8,5.05,0.15,3.83,26,42,28,45.5,0,0.1,0,0.12,0,0.15,0,0.166124348,0,0,0,0.91883895,0,0.756613026
2016,1,3543,1.8,5.07,0.15,5.85,26,41.2,28,44.55,0,0.1,0,0.12,0,0.15,0,0.19168194,0,0,0,0.927847175,0,0.792232796
2016,1,3544,1.8,3.7,0.15,4.03,26,39.5,28,41.42,0,0.1,0,0.12,0,0.15,0,0.146956154,0,0,0,0.85397973,0,0.701340971
2016,1,3546,1.8,3.15,0.15,3.46,26,38.7,28,39.85,0,0.1,0,0.12,0,0.15,0,0.137372057,0,0,0,0.8287567,0,0.681688685
2016,1,3547,1.8,4.67,0.15,4.1,26,37.5,28,37.79,0,0.1,0,0.12,0,0.15,0,0.12778796,0,0,0,0.790922155,0,0.706254043
2016,1,3548,1.8,4.25,0.15,4.92,26,37.4,28,38.2,0,0.1,0,0.12,0,0.15,0,0.108619766,0,0,0,0.74948432,0,0.635014504
2016,1,3549,1.8,3.84,0.15,3.48,26,39.2,28,41.19,0,0.1,0,0.12,0,0.15,0,0.124593261,0,0,0,0.808938605,0,0.648525451
2016,1,3551,1.8,3.83,0.15,3.08,26,39,28,43.02,0,0.1,0,0.12,0,0.15,0,0.124593261,0,0,0,0.82155012,0,0.615362218
2016,1,3552,1.8,4.01,0.15,3.44,26,35.8,28,36.59,0,0.1,0,0.12,0,0.15,0,0.083062174,0,0,0,0.67021194,0,0.585883788
2016,1,3553,1.8,4.47,0.15,4.86,26,36.5,28,39.43,0,0.1,0,0.12,0,0.15,0,0.143761455,0,0,0,0.77831064,0,0.782406652
2016,1,3554,1.8,3.37,0.15,3.74,26,34.8,28,34.48,0,0.1,0,0.12,0,0.15,0,0.076672776,0,0,0,0.643187265,0,0.593253396
2016,1,3556,1.8,3.15,0.15,3.94,26,32.3,28,31.01,0,0.1,0,0.12,0,0.15,0,0.044725786,0,0,0,0.488245795,0,0.447089516
2016,1,3557,1.8,4.81,0.15,4.67,26,36.3,28,36.96,0,0.1,0,0.12,0,0.15,0,0.079867475,0,0,0,0.65940207,0,0.563774966
2016,1,3558,1.8,4.23,0.15,3.88,26,33.5,28,33.1,0,0.1,0,0.12,0,0.15,0,0.047920485,0,0,0,0.571121465,0,0.528155197
2016,1,3559,1.8,3.64,0.15,3.54,26,35.9,28,36.08,0,0.1,0,0.12,0,0.15,0,0.06389398,0,0,0,0.682823455,0,0.711167114
2016,1,3560,1.8,2.73,0.15,2.74,26,31.4,28,29.76,0,0.1,0,0.12,0,0.15,0,0.025557592,0,0,0,0.419783285,0,0.370936906
2016,1,4601,1.8,3.08,0.15,2.7,26,34.9,28,35.25,0,0.1,0,0.12,0,0.15,0,0.060699281,0,0,0,0.690030035,0,0.700112703
2016,1,4602,1.8,4.24,0.15,3.28,26,35.8,28,37.31,0,0.1,0,0.12,0,0.15,0,0.108619766,0,0,0,0.73146787,0,0.71362365
2016,1,4603,1.8,4.51,0.15,3.61,26,35,28,36.23,0,0.1,0,0.12,0,0.15,0,0.099035669,0,0,0,0.720658,0,0.664492934
2016,1,4604,1.8,3.68,0.15,2.44,26,35,28,36.06,0,0.1,0,0.12,0,0.15,0,0.067088679,0,0,0,0.704443195,0,0.648525451
2016,1,4605,1.8,4.1,0.15,3.12,26,36.1,28,38.22,0,0.1,0,0.12,0,0.15,0,0.092646271,0,0,0,0.71345142,0,0.648525451
2016,1,4606,1.8,4.14,0.15,3.37,26,35.3,28,37.02,0,0.1,0,0.12,0,0.15,0,0.137372057,0,0,0,0.733269515,0,0.64361238
2016,1,4607,1.8,5.25,0.15,4.41,26,36.2,28,37.47,0,0.1,0,0.12,0,0.15,0,0.083062174,0,0,0,0.70624484,0,0.632557969
2016,1,4608,1.8,3.68,0.15,2.09,26,34.4,28,34.54,0,0.1,0,0.12,0,0.15,0,0.060699281,0,0,0,0.69183168,0,0.623960093
2016,1,4609,1.8,4.25,0.15,3.76,26,34.7,28,35.24,0,0.1,0,0.12,0,0.15,0,0.076672776,0,0,0,0.70624484,0,0.617818754
2016,1,4610,1.8,4.21,0.15,3.04,26,36,28,37.02,0,0.1,0,0.12,0,0.15,0,0.143761455,0,0,0,0.729666225,0,0.66080813
2016,1,4611,1.8,5.98,0.15,6.39,26,35.2,28,37.62,0,0.1,0,0.12,0,0.15,0,0.677276188,0,0,0,0.866591245,0,0.961733766
2016,1,4612,1.8,4.5,0.15,3.53,26,36,28,36.83,0,0.1,0,0.12,0,0.15,0,0.115009164,0,0,0,0.711649775,0,0.681688685
2016,1,4613,1.8,4.51,0.15,4.16,26,35.6,28,35.94,0,0.1,0,0.12,0,0.15,0,0.143761455,0,0,0,0.70984813,0,0.66080813
2016,1,4614,1.8,4.21,0.15,3.34,26,35.5,28,35.68,0,0.1,0,0.12,0,0.15,0,0.105425067,0,0,0,0.700839905,0,0.621503557
2016,1,4615,1.8,3.55,0.15,2.87,26,34.5,28,35,0,0.1,0,0.12,0,0.15,0,0.067088679,0,0,0,0.690030035,0,0.606764343
2016,1,4616,1.8,3.81,0.15,2.63,26,33.1,28,33.54,0,0.1,0,0.12,0,0.15,0,0.057504582,0,0,0,0.67741852,0,0.617818754
2016,1,4617,1.8,4.09,0.15,2.52,26,32.7,28,32,0,0.1,0,0.12,0,0.15,0,0.051115184,0,0,0,0.65940207,0,0.627644897
2016,1,4618,1.8,3.28,0.15,2.51,26,33.3,28,33.1,0,0.1,0,0.12,0,0.15,0,0.054309883,0,0,0,0.653997135,0,0.565003234
2016,1,4619,1.8,2.81,0.15,1.95,26,31.3,28,30.01,0,0.1,0,0.12,0,0.15,0,0.038336388,0,0,0,0.589137915,0,0.545350948
2016,1,4620,1.8,4.03,0.15,2.62,26,31.6,28,30.53,0,0.1,0,0.12,0,0.15,0,0.044725786,0,0,0,0.64138562,0,0.657123327
2016,1,4621,1.8,3.57,0.15,2.84,26,29.7,28,28,0,0.1,0,0.12,0,0.15,0,0.028752291,0,0,0,0.538691855,0,0.517100786
2016,1,4622,1.8,2.43,0.15,1.96,26,29.6,28,28,0,0.1,0,0.12,0,0.15,0,0.022362893,0,0,0,0.43599809,0,0.432350301
2016,1,4623,1.8,2.35,0.15,2.7,26,29.7,28,28,0,0.1,0,0.12,0,0.15,0,0.015973495,0,0,0,0.340510905,0,0.320577922
2016,1,4701,1.8,4.5,0.15,4.71,26,36.7,28,40.19,0,0.1,0,0.12,0,0.15,0,0.182097843,0,0,0,0.740476095,0,0.653438523
2016,1,4702,1.8,5.2,0.15,4.47,26,37,28,40.81,0,0.1,0,0.12,0,0.15,0,0.134177358,0,0,0,0.71345142,0,0.659579862
2016,1,4703,1.8,3.96,0.15,3.79,26,35.6,28,38.23,0,0.1,0,0.12,0,0.15,0,0.06389398,0,0,0,0.65219549,0,0.574829377
2016,1,4704,1.8,3.64,0.15,3.51,26,36.4,28,38.74,0,0.1,0,0.12,0,0.15,0,0.070283378,0,0,0,0.621567525,0,0.565003234
2016,1,4705,1.8,4.22,0.15,3.42,26,34.5,28,36.18,0,0.1,0,0.12,0,0.15,0,0.079867475,0,0,0,0.69543497,0,0.62027529
2016,1,4706,1.8,6.11,0.15,5.72,26,37.2,28,40.81,0,0.1,0,0.12,0,0.15,0,0.121398562,0,0,0,0.722459645,0,0.687830024
2016,1,4707,1.8,5.91,0.15,4.6,26,35.6,28,37.95,0,0.1,0,0.12,0,0.15,0,0.079867475,0,0,0,0.6846251,0,0.59079686
2016,1,4708,1.8,5.06,0.15,4.51,26,36.7,28,39.62,0,0.1,0,0.12,0,0.15,0,0.118203863,0,0,0,0.6846251,0,0.611677414
2016,1,4709,1.8,4.73,0.15,3.42,26,32.3,28,32.69,0,0.1,0,0.12,0,0.15,0,0.060699281,0,0,0,0.672013585,0,0.617818754
2016,1,4710,1.8,4.63,0.15,3.21,26,33.9,28,35.4,0,0.1,0,0.12,0,0.15,0,0.067088679,0,0,0,0.68102181,0,0.59079686
2016,1,4711,1.8,5.83,0.15,6,26,36.2,28,38.5,0,0.1,0,0.12,0,0.15,0,0.111814465,0,0,0,0.71705471,0,0.619047022
2016,1,4712,1.8,4.5,0.15,4.04,26,36.2,28,38.3,0,0.1,0,0.12,0,0.15,0,0.09584097,0,0,0,0.70624484,0,0.609220878
2016,1,4713,1.8,4.48,0.15,4.07,26,36.8,28,39.61,0,0.1,0,0.12,0,0.15,0,0.172513746,0,0,0,0.729666225,0,0.66080813
2016,1,4714,1.8,3.92,0.15,3.04,26,30.9,28,30.44,0,0.1,0,0.12,0,0.15,0,0.047920485,0,0,0,0.64138562,0,0.659579862
2016,1,4715,1.8,5.08,0.15,3.36,26,32.7,28,33.8,0,0.1,0,0.12,0,0.15,0,0.070283378,0,0,0,0.679220165,0,0.658351594
2016,1,4716,1.8,5.37,0.15,3.48,26,33,28,33.67,0,0.1,0,0.12,0,0.15,0,0.06389398,0,0,0,0.672013585,0,0.650981987
2016,1,4717,1.8,5.31,0.15,3.92,26,34.4,28,35.96,0,0.1,0,0.12,0,0.15,0,0.111814465,0,0,0,0.704443195,0,0.71362365
2016,1,4718,1.8,4.19,0.15,2.4,26,30.4,28,28.64,0,0.1,0,0.12,0,0.15,0,0.03194699,0,0,0,0.51887376,0,0.563774966
2016,1,4801,1.8,5.62,0.15,5.69,26,40.4,28,43.81,0,0.1,0,0.12,0,0.15,0,0.102230368,0,0,0,0.64138562,0,0.630101433
2016,1,4802,1.8,4.9,0.15,4.79,26,40.5,28,44.21,0,0.1,0,0.12,0,0.15,0,0.124593261,0,0,0,0.68102181,0,0.709938846
2016,1,4803,1.8,4.26,0.15,3.09,26,40.5,28,42.8,0,0.1,0,0.12,0,0.15,0,0.076672776,0,0,0,0.60895601,0,0.654666791
2016,1,4804,1.8,4.3,0.15,5.05,26,39.2,28,43.71,0,0.1,0,0.12,0,0.15,0,0.118203863,0,0,0,0.697236615,0,0.644840648
2016,1,4805,1.8,4.79,0.15,5.14,26,40.1,28,43.81,0,0.1,0,0.12,0,0.15,0,0.150150853,0,0,0,0.73146787,0,0.752928223
2016,1,4806,1.8,5.12,0.15,7.66,26,43.7,28,47.11,0,0.1,0,0.12,0,0.15,0,0.35141689,0,0,0,0.790922155,0,0.911374782
2016,1,4807,1.8,4.85,0.15,4.53,26,37.6,28,41.41,0,0.1,0,0.12,0,0.15,0,0.162929649,0,0,0,0.736872805,0,0.701340971
2016,1,4808,1.8,5.63,0.15,5.63,26,39.3,28,43.02,0,0.1,0,0.12,0,0.15,0,0.261965318,0,0,0,0.80713696,0,0.857330994
2016,1,4809,1.8,4.73,0.15,3.56,26,41.2,28,41.89,0,0.1,0,0.12,0,0.15,0,0.150150853,0,0,0,0.59814614,0,0.655895059
2016,1,4810,1.8,5.64,0.15,5.17,26,38.5,28,41.89,0,0.1,0,0.12,0,0.15,0,0.15973495,0,0,0,0.729666225,0,0.718536722
2016,1,4811,1.8,6.99,0.15,8.56,26,40.9,28,45.17,0,0.1,0,0.12,0,0.15,0,0.348222191,0,0,0,0.812541895,0,0.944538015
2016,1,4812,1.8,5.72,0.15,4.65,26,36.4,28,38.57,0,0.1,0,0.12,0,0.15,0,0.086256873,0,0,0,0.675616875,0,0.822939493
2016,1,4813,1.8,5.41,0.15,4.08,26,38.5,28,40.99,0,0.1,0,0.12,0,0.15,0,0.115009164,0,0,0,0.6846251,0,0.85978753
2016,1,4814,1.8,5.37,0.15,3.51,26,39.5,28,40.52,0,0.1,0,0.12,0,0.15,0,0.076672776,0,0,0,0.553105015,0,0.696427899
2016,1,4815,1.8,5.2,0.15,4.18,26,39.8,28,39.02,0,0.1,0,0.12,0,0.15,0,0.044725786,0,0,0,0.452212895,0,0.458143927
2016,1,4816,1.8,7.38,0.15,6.18,26,33.5,28,33.97,0,0.1,0,0.12,0,0.15,0,0.073478077,0,0,0,0.607154365,0,0.78363492
2016,1,4817,1.8,5,0.15,3.03,26,32.5,28,31.55,0,0.1,0,0.12,0,0.15,0,0.057504582,0,0,0,0.535088565,0,0.767667438
2016,1,4818,1.8,4.1,0.15,2.64,26,37.2,28,37.91,0,0.1,0,0.12,0,0.15,0,0.070283378,0,0,0,0.520675405,0,0.708710578
2016,1,4819,1.8,5.07,0.15,4.62,26,36.2,28,37.72,0,0.1,0,0.12,0,0.15,0,0.099035669,0,0,0,0.556708305,0,0.772580509
2016,1,5901,1.8,7.8,0.15,3.93,26,36.7,28,37.07,0,0.1,0,0.12,0,0.15,0,0.057504582,0,0,0,0.502658955,0,0.474111409
2016,1,5903,1.8,8.46,0.15,3.09,26,34.4,28,35.68,0,0.1,0,0.12,0,0.15,0,0.054309883,0,0,0,0.47563428,0,0.459372195
2016,1,5905,1.8,7.45,0.15,3.93,26,35.2,28,37.66,0,0.1,0,0.12,0,0.15,0,0.067088679,0,0,0,0.48644415,0,0.493763696
2016,1,5907,1.8,8.49,0.15,4.6,26,36,28,37.78,0,0.1,0,0.12,0,0.15,0,0.067088679,0,0,0,0.441403025,0,0.476567945
2016,1,5909,1.8,5.97,0.15,6.36,26,37.3,28,42.18,0,0.1,0,0.12,0,0.15,0,0.09584097,0,0,0,0.49725402,0,0.560090162
2016,1,5915,1.8,5.54,0.15,9.83,26,38,28,43.95,0,0.1,0,0.12,0,0.15,0,0.507957141,0,0,0,0.736872805,0,0.802058939
2016,1,5917,1.8,4.71,0.15,6.16,26,39.2,28,41.35,0,0.1,0,0.12,0,0.15,0,0.137372057,0,0,0,0.430593155,0,0.515872518
2016,1,5919,1.8,4.01,0.15,5.36,26,38.2,28,39.66,0,0.1,0,0.12,0,0.15,0,0.070283378,0,0,0,0.347717485,0,0.405328407
2016,1,5921,1.8,4.28,0.15,5.36,26,36.1,28,37.7,0,0.1,0,0.12,0,0.15,0,0.073478077,0,0,0,0.333304325,0,0.384447853
2016,1,5923,1.8,4.6,0.15,3,26,33.8,28,31.9,0,0.1,0,0.12,0,0.15,0,0.03194699,0,0,0,0.26304017,0,0.297240832
2016,1,5924,1.8,4.75,0.15,2.11,26,31.7,28,29.15,0,0.1,0,0.12,0,0.15,0,0,0,0,0,0,0,0
2016,1,5926,1.8,4.75,0.15,2.98,26,33.9,28,34.75,0,0.1,0,0.12,0,0.15,0,0,0,0,0,0,0,0
2016,1,5927,1.8,4.07,0.15,2.86,26,33.4,28,33.01,0,0.1,0,0.12,0,0.15,0,0.047920485,0,0,0,0.29546978,0,0.309523511
2016,1,5929,1.8,4.36,0.15,4.61,26,35.9,28,37.9,0,0.1,0,0.12,0,0.15,0,0.070283378,0,0,0,0.36753558,0,0.384447853
2016,1,5931,1.8,6.06,0.15,4.22,26,35.8,28,37.64,0,0.1,0,0.12,0,0.15,0,0.044725786,0,0,0,0.318891165,0,0.335317137
2016,1,5933,1.8,6.77,0.15,5.28,26,34.7,28,36.01,0,0.1,0,0.12,0,0.15,0,0.047920485,0,0,0,0.40356848,0,0.426208961
2016,1,5935,1.8,8.11,0.15,4.2,26,38.7,28,44.62,0,0.1,0,0.12,0,0.15,0,0.099035669,0,0,0,0.51887376,0,0.56745977
2016,1,5937,1.8,7.29,0.15,3.92,26,35.1,28,37.94,0,0.1,0,0.12,0,0.15,0,0.057504582,0,0,0,0.47923757,0,0.481481017
2016,1,5939,1.8,7.27,0.15,3.44,26,34.4,28,33.93,0,0.1,0,0.12,0,0.15,0,0.041531087,0,0,0,0.426989865,0,0.405328407
2016,1,5941,1.8,5.38,0.15,2.14,26,33.8,28,33.68,0,0.1,0,0.12,0,0.15,0,0.028752291,0,0,0,0.2882632,0,0.335317137
2016,1,5943,1.8,2.32,0.15,1.28,26,30.8,28,28,0,0.1,0,0.12,0,0.15,0,0.022362893,0,0,0,0.207189175,0,0.235827437
2016,1,5945,1.8,1.8,0.15,1.27,26,30.5,28,28,0,0.1,0,0.12,0,0.15,0,0.019168194,0,0,0,0.196379305,0,0.228457829
2016,1,5947,1.8,1.93,0.15,1.44,26,30.2,28,28,0,0.1,0,0.12,0,0.15,0,0.012778796,0,0,0,0.1441316,0,0.187924989
2016,1,5949,1.8,5.8,0.15,1.5,26,31.1,28,28,0,0.1,0,0.12,0,0.15,0,0.012778796,0,0,0,0.19097437,0,0.232142633
2016,1,5951,1.8,4.49,0.15,1.78,26,31.9,28,30.08,0,0.1,0,0.12,0,0.15,0,0.025557592,0,0,0,0.239618785,0,0.318121386
2016,1,5953,1.8,5.42,0.15,3.39,26,34,28,32.73,0,0.1,0,0.12,0,0.15,0,0.035141689,0,0,0,0.333304325,0,0.423752426
2016,1,5955,1.8,4.69,0.15,3.17,26,32.9,28,30.8,0,0.1,0,0.12,0,0.15,0,0.038336388,0,0,0,0.35672571,0,0.502361571
2016,1,5957,1.8,2.85,0.15,0.78,26,31.9,28,28.52,0,0.1,0,0.12,0,0.15,0,0.012778796,0,0,0,0.20178424,0,0.250566652
2016,1,5959,1.8,3.26,0.15,1.38,26,30.9,28,28,0,0.1,0,0.12,0,0.15,0,0.022362893,0,0,0,0.340510905,0,0.503589839
2016,1,6001,1.8,3.36,0.15,0.92,26,31.5,28,28.59,0,0.1,0,0.12,0,0.15,0,0.006389398,0,0,0,0.11530528,0,0.147392148
2016,1,6101,1.8,1.8,0.15,0.67,26,30.2,28,28.45,0,0.1,0,0.12,0,0.15,0,0,0,0,0,0,0,0
2016,1,6102,1.8,3.13,0.15,0.22,26,30.4,28,28,0,0.1,0,0.12,0,0.15,0,0,0,0,0,0,0,0
2016,1,6103,1.8,4.83,0.15,2.19,26,32.8,28,31.01,0,0.1,0,0.12,0,0.15,0,0,0,0,0,0,0,0
2016,1,6104,1.8,3.42,0.15,1.1,26,30.4,28,28,0,0.1,0,0.12,0,0.15,0,0,0,0,0,0,0,0
2016,1,6105,1.8,4.38,0.15,1.99,26,30.2,28,28.64,0,0.1,0,0.12,0,0.15,0,0,0,0,0,0,0,0
2016,1,6106,1.8,4.22,0.15,2.64,26,30.8,28,29.15,0,0.1,0,0.12,0,0.15,0,0.012778796,0,0,0,0.26304017,0,0.341458476
2016,1,6204,1.8,1.8,0.15,2.7,26,30.5,28,29.16,0,0.1,0,0.12,0,0.15,0,0,0,0,0,0,0,0
2016,1,6205,1.8,1.8,0.15,2.26,26,30.1,28,28.62,0,0.1,0,0.12,0,0.15,0,0.006389398,0,0,0,0.11890857,0,0.127739862
2016,1,6208,1.8,1.8,0.15,0.15,26,30.1,28,28.77,0,0.1,0,0.12,0,0.15,0,0,0,0,0,0,0,0
